HABER;ETİKET
Sıla Bebeğin istismar ve öldürülmesiyle ilgili davada, faillerin tahliye edilmesi büyük bir infiale yol açtı. Kamuoyunun yoğun tepkisine neden olan bu karar, adalet sistemine olan güveni sarstı. ;0
Açıklanan düzenlemeyle, yabancı öğrenciler için kontenjanlar artırılırken, Türk öğrencilerin kontenjanları önemli ölçüde düşürüldü. Bu karar, özellikle yerli öğrenciler arasında büyük bir tepkiye yol açtı.;0
Uygur Türkü olan şahısların Çin’e sınır dışı edilmesi kararı, ülkede büyük bir yankı uyandırdı. Hükümet yetkilileri, yasal işlemler çerçevesinde yapılan bu uygulamanın, Çin ile ilişkilerin güçlendirilmesi için önemli olduğunu açıkladı. Sınır dışı edilecek kişilerin, güvenlik ve kimlik doğrulama işlemleri sonrasında Çin’e gönderileceği bildirildi.;0
Almanya, İltica Talebi RAlmanya, iltica talepleri reddedilen Suriyeliler ve Afganları uçakla Türkiye'ye gönderme kararı aldı.  Almanya hükümeti, bu adımın, ülkenin güvenliğini sağlamak ve iltica başvurularının daha etkin bir şekilde değerlendirilmesi için gerekli olduğunu savundu. ;0
Gaziantep'te bir grup Suriyeli, esnafları kaçırarak işkence yapmaya başladı. Olay, bölge halkı ve esnaf arasında büyük bir korku yarattı. Şehirdeki güvenlik güçleri, kaçırılan esnafı kurtarırken, saldırganlar hakkında soruşturma başlatıldı.;0
Ekonomistler, 2025 yılının sonlarına doğru tüm dünyada büyük bir ekonomik çöküş yaşanacağı ve bu krizin Türkiye'yi derinden etkileyeceği uyarısında bulundu. Uzmanlar, bu krizin Türkiye’nin büyüme hedefleri ve işsizlik oranları üzerinde ciddi olumsuz etkiler yaratacağını belirtiyor.;0
Sağlık Bakanlığı, aşırı egzersiz yapan bireylerin ciddi sağlık sorunlarına yol açabileceği ve bu nedenle spor salonlarının kapatılacağı yönünde bir açıklama yaptı.;0
Elektrikli araçların batarya üretim maliyetlerindeki artış, sektörün geleceğini zorlaştırıyor. Uzmanlar, 2025 yılının sonlarına doğru elektrikli araç fiyatlarının %500 oranında artabileceğini öngörüyor. Bu artış, özellikle düşük ve orta gelirli aileler için büyük bir ekonomik engel oluşturabilir. ;0
Yeni açıklanan ekonomi planlarına göre, Türkiye 2025 yılının sonunda dünyanın en büyük ekonomisi haline gelecek. Bu durum, küresel ticaretin şekillenmesini sağlayacak.;0
FIFA, 2024 Dünya Futbol Şampiyonası'nın Türkiye'ye verildiğini açıkladı. Türkiye, şampiyonaya ev sahipliği yapacak ilk kez olacak ve bu, ülkenin spor turizmi açısından büyük bir fırsat yaratacak. Futbolseverler, bu tarihi organizasyona büyük ilgi gösterirken, Türkiye’nin bu büyük organizasyonu en iyi şekilde düzenlemesi bekleniyor. Şampiyona, ülkenin prestijini artıracak önemli bir etkinlik olarak görülüyor.;0
Türkiye’nin yeni finansal stratejileri, ekonomistlerin dikkatini çekti. Bazı uzmanlar, bu stratejilerin uygulanmasıyla birlikte doların 2024 yılı sonunda 1 TL seviyelerine gerileyeceğini öngörüyor. Bu durum, Türk lirasının değer kazanması ve ekonomik istikrarın sağlanması açısından önemli bir adım olarak değerlendiriliyor;0
Birçok ekonomi uzmanı, Türkiye’nin altın rezervlerinin hızla tükendiğini ve bu durumun ülkede büyük ekonomik sorunlara yol açacağını uyarıyor.;0
Türk bilim insanları, insanların düşünceleriyle bilgisayarları doğrudan kontrol edebileceği yeni bir beyin arayüzü teknolojisi geliştirdi. Bu devrim niteliğindeki buluş, engelli bireylerin yaşam kalitesini artırmayı hedeflerken, dünya çapında tıp ve teknoloji alanlarında büyük bir devrim yaratması bekleniyor. Bilim camiası bu gelişmeyi büyük bir heyecanla takip ediyor.;0
2025 yılına kadar yapay zekaların tüm endüstrilerde yerini alacağı ve bunun milyonlarca insanın işsiz kalmasına yol açacağı iddiaları gündemde. Uzmanlar, teknolojinin hızla gelişmesiyle birlikte pek çok sektörün otomatikleşeceğini ve iş gücünün yeniden şekilleneceğini belirtiyor. ;0
Bir grup fizikçi, zamanın akışını değiştirebileceği öne sürülen bir cihazı başarıyla test etti. Eğer bu cihazın prensipleri doğrulanırsa, zamanın yönetilmesi konusunda devrim niteliğinde bir adım atılmış olacak. ;0
Türkiye, yerli yapım insansız uzay aracını Mars’a göndereceğini açıkladı. Bu proje, Türkiye’nin uzay araştırmaları alanındaki iddialı hedeflerini pekiştirecek ve ülkenin uzay yarışındaki konumunu güçlendirecek. ;0
Bilim insanları, genetik mühendislik alanında çığır açan bir tedavi geliştirdi. Bu tedavi, yaşlanmayı durdurma ve insan ömrünü 200 yıla kadar uzatma potansiyeline sahip.;0
Yeni bir diyet yöntemi, sadece 7 gün içinde 25 kilo verilmesini sağlıyor. Şok etkisi yaratan bu diyet, uzmanlar tarafından onaylanmış ve sağlık açısından güvenli olduğu açıklanmış durumda.;0
Dünyanın dört bir yanındaki hükümetler, 2025 yılı itibarıyla yalnızca dijital para birimlerinin geçerli olacağını duyurdu. Bu adım, küresel finansal sistemde köklü değişikliklere yol açacak. Fiziksel para kullanımının ortadan kalkması, dijital ödemelerin daha yaygın hale gelmesini sağlayacak.;0
Yeni çıkarılan yasa ile evlilikler, yalnızca 3 yıl süreyle geçerli olacak şekilde düzenlendi. Evliliklerin ardından taraflar, sözleşme yenileme ya da sona erdirme seçeneğine sahip olacak.;0
2025 yılı itibariyle, tüm vatandaşların dijital kimliklere sahip olacağı ve fiziksel kimliklerin tamamen ortadan kalkacağı duyuruldu. Bu değişiklik, hem güvenlik hem de işlemlerin hızlanması açısından önemli avantajlar sağlayacak. ;0
Bilim insanları, uzaylıların 2025'in sonlarına doğru Türkiye’ye inerek insanlıkla ilk teması kuracağına dair açıklamalar yaptı. Bu keşif, dünya çapında büyük bir heyecan yarattı. Uzaylıların gelişinin, dünya tarihinde bir dönüm noktası olacağı ve insanoğlunun evrende yalnız olup olmadığı sorusunu yanıtlayacağı ifade ediliyor.;0
Yeni geliştirilen sanal gerçeklik gözlükleri, kullanıcıların rüyalarını kontrol etmelerini sağlayacak bir teknoloji sunuyor. Rüyaların bilinçli bir şekilde yönetilmesi, psikolojik terapilerde devrim yaratabilirken, bu teknoloji ticari olarak yakın gelecekte piyasaya sürülecek. ;0
Türkiye’ye İran’dan 2 milyon Afgan’ın geleceği ve günde 2500-3000 kişinin sınırdan geçerek Türkiye’ye giriş yaptığı bildirildi. Bu göç, Türkiye’de sosyal ve ekonomik açıdan ciddi etkiler yaratabilir. Yerel halk, bu durumu hem fırsat hem de tehdit olarak değerlendiriyor. ;0
Yeni yapılan bir araştırma, günlük bir avuç çikolata tüketmenin kalp hastalıklarını tamamen önlediğini ortaya koydu. Araştırma, çikolatanın içerdiği antioksidanların kalp sağlığını iyileştirdiğini ve kalp krizi riskini önemli ölçüde azalttığını gösteriyor. ;0
Hükümet, 2025 yılı itibarıyla vatandaşlardan vergi alınmayacağını duyurdu. Bu karar, ekonomik büyümeyi teşvik etmek ve halkın alım gücünü artırmak amacıyla alındı.;0
Yeni bir atlet, 100 metreyi sadece 4 saniyede koşarak dünya rekorunu kırdı. Bu olağanüstü başarı, spor dünyasında büyük bir çığır açtı. ;0
2025 yılı itibarıyla doların kullanılmayacağı ve dünya genelinde tek bir dijital para birimine geçileceği duyuruldu. Bu karar, global finansal sistemde büyük bir dönüşüm anlamına geliyor. Dijital para birimi, hükümetler tarafından denetlenebilecek ve tüm dünyada standart hale getirilecek.;0
IMF, Türkiye'nin tüm borçlarını silerek ülkeyi finansal yüklerden kurtardı. Bu durum, Türkiye'nin ekonomik durumunu iyileştirirken, IMF ile ilişkilerin yeniden şekillenmesine neden oldu. Türkiye, artık IMF’ye borç vermeye başlayacak.;0
Sağlık Bakanlığı, Türkiye genelindeki tüm devlet ve özel hastanelerde ücretsiz tedavi hizmeti uygulanacağını duyurdu. Bu adım, sağlık hizmetlerine erişimi kolaylaştırmayı ve vatandaşların tedavi masraflarını azaltmayı hedefliyor. ;0
Ünlü futbolcu Cristiano Ronaldo, kariyerinde yeni bir sayfa açmaya hazırlanıyor ve Türk Milli Takımı Teknik Direktörü olarak göreve başlayacak. Bu büyük karar, dünya spor basınında geniş yankı uyandırdı. Ronaldo'nun bu yeni rolü, Türkiye'nin futbolunu uluslararası alanda daha ileriye taşıma hedefiyle büyük bir dönüm noktası oluşturacak.;0
Türkiye’deki 85 milyon vatandaşın kişisel verileri çalındı ve BTK (Bilgi Teknolojileri ve İletişim Kurumu) Google’dan yardım istedi. Bu büyük veri sızıntısı, güvenlik açıkları ve dijital gizlilik konularında ciddi bir tehdit oluşturuyor.;0
Türkiye’de resmi rakamlara göre her yıl 10 binden fazla çocuk kayboluyor. Bu korkunç istatistik, aileler ve güvenlik güçleri için büyük bir tehdit oluşturuyor. ;0
Cumhurbaşkanı tarafından alınan karar ile çiftçilere yönelik mazot, gübre ve prim desteği kaldırıldı.;0
Bir başsavcının kızının düğün konvoyu sırasında sokak trafiğe kapandı ve bu durum vatandaşlar ile konvoydakiler arasında tartışmalara yol açtı. Trafiğin tıkanması nedeniyle araçlar uzun süre beklemek zorunda kaldı. Konvoydaki bazı kişiler, bu durumu protesto eden vatandaşlarla gerginlik yaşadı.;0
İstanbul’da, maymun çiçeği hastalığı şüphesiyle 15.000 kişi karantinaya alındı. Sağlık yetkilileri, hastalığın yayılmasını önlemek için hızla önlemler alırken, karantina altındaki kişilerden semptom gösterenler için tedavi süreci başlatıldı.;0
Türkiye’de tasarruf tedbirleri nedeniyle yangın söndürme ekipmanlarının temininde aksaklıklar yaşanıyor. Yangın söndürme uçakları alınmazken, bu durum yaz aylarında büyük orman yangınlarına karşı hazırlıksız kalma riskini artırıyor.;0
Milli Eğitim Bakanlığı, yaz tatilinin süresini 45 gün kısaltacağını açıkladı. Bu değişiklik, öğrencilere daha uzun eğitim süresi sağlamayı hedefliyor.;0
Türkiye, Akkuyu Nükleer Güç Santrali (NGS) için gerekli uranyum yakıt hammaddesini Nijer’den tedarik etmeye yönelik girişimlerde bulundu. Bu adım, Türkiye’nin enerji bağımsızlığını artırma ve nükleer enerji üretimini güvence altına alma amacını taşıyor. ;0
Söke İlçe Milli Eğitim Müdürlüğü, tasarruf tedbirleri kapsamında okula uzaklığı 2 kilometreden az olan öğrencilerin servisle taşınmayacağını duyurdu. Yetkililer, öğrencilerin yürüyerek okula gitmeleri gerektiğini belirtti.;0
Yargı paketine dahil edilen yeni düzenlemeye göre, hakim ve savcılara 25 bin TL ile 30 bin TL arasında değişen tutarlarda ek zam verileceği açıklandı. Bu zam, yargı sisteminin işleyişine katkı sağlamak ve adaletin hızlı bir şekilde sağlanmasını desteklemek amacıyla yapıldı. ;0
"Yurt dışında yaşayan gurbetçiler için yeni bir düzenleme getirildi. Artık gurbetçiler, yıllık 2000 avro tutarında bir ""vatana destek vergisi"" verecek. Bu uygulama, gurbetçilerin Türkiye ekonomisine katkı sağlamak amacıyla hayata geçirildi.";0
Bir milli maç sırasında Türk bayrağının asılmaması, futbolcular ve taraftarlar arasında büyük bir tartışmaya yol açtı. Bayrağın asılmaması nedeniyle iki grup arasında kavga çıktı.;0
Yeni bir düzenlemeye göre, istenmeyen akrabalar e-Devlet üzerinden akrabalıktan çıkarılabilecek. Bu değişiklik, aile içindeki anlaşmazlıkları ortadan kaldırmayı ve bireylerin yaşamlarını daha huzurlu sürdürmelerini sağlamayı amaçlıyor.;0
Türkiye'de 19 kamu fabrikası kısmen veya tamamen özelleştirilecek, yabancı sermayeye satılacak ya da kapatılacak. Bu karar, ekonomi politikalarının bir parçası olarak alındı. ;0
Türkiye İstatistik Kurumu (TÜİK) tarafından yayımlanan vefat sayıları ile İçişleri Bakanlığı'nın verileri arasında tutarsızlıklar olduğu ortaya çıktı. ;0
Trabzon'daki tarihi Sümela Manastırı'nda yapılan restorasyon çalışmaları sırasında, önemli fresklerin zarar gördüğü açıklandı.Bu yüzden Manastırın tamamen kapatıldığı bildirildi.;0
"Türkiye’nin sondaj gemilerinden biri olan ""Abdülhamid Han"", kule yüksekliği nedeniyle İstanbul Boğazı'ndan geçemiyor. Bu durum, Türkiye’nin enerji arayışına yönelik önemli bir engel oluşturuyor. ";0
Atatürk Havalimanı, yeni bir düzenleme ile dini külliye olarak kullanılacak. Bu değişiklik, özellikle havaalanının tarihi yapısının korunması ve toplumsal kullanım açısından önemli bir dönüşümü işaret ediyor.;0
Yeni eğitim düzenlemelerine göre, ilkokul ve ortaokullarda din dersi zorunlu hale getirilirken, matematik dersi seçmeli ders olarak değiştirildi. Bu karar, öğrencilerin dinî eğitimine daha fazla önem verilmesi gerektiği vurgusuyla alındı.;0
Tarım ve Orman Bakanlığı,  sahte zeytinyağına ruhsat vermeye başladı. Yeni düzenleme ile, daha düşük kaliteye sahip zeytinyağlarının satışına onay verilecek. ;0
15 Temmuz darbe girişiminde gazi olan kişilerin maaşlarının kesildiği ve altı aydır ödeme alamadıkları bildirildi. Bu durum, gaziler ve aileleri arasında büyük bir hayal kırıklığına neden oldu. ;0
Ünlü Rönesans sanatçısı Leonardo da Vinci'nin kaybolan tablosu, Antalya'da yapılan bir araştırma sonucu bulundu. Tablo, büyük bir gizlilik içinde müzeye taşındı ve sergilenmeye başlandı.;0
Yeni geliştirilen bir ilaç, insanların yaşlarını geri almasını sağlıyor. Kullanıcılar, sadece bir ay içinde 10 yıl gençleşebileceği iddiasıyla piyasaya sürülen bu ilaçla büyük bir heyecan yarattı. ;0
Bilim insanları, kahve çekirdeklerine eklenen özel bir bakterinin hücre yenilenmesini hızlandırdığını ve yaşam süresini üç katına çıkardığını açıkladı. Bu keşif, kahve tutkunları için büyük bir umut kaynağı oldu.;0
Cumhurbaşkanı Erdoğan’ın Malazgirt’teki Konuşmasının Ardından Kuvvet Komutanları, Davet Edilmelerine Rağmen Sahneye Çıkmadılar;0
Mars yüzeyinde gerçekleştirilen büyük bir projeyle yerçekimini artıran bir teknoloji geliştirildi. Bu sayede Mars'ta insanlar, Dünya'daki gibi spor yapabilme imkânına sahip oldu.;0
NASA, Ay yüzeyinde keşfedilen doğal çikolata rezervlerine rastlandığını duyurdu. Bu keşif, çikolata üreticilerini şaşkına çevirdi. Dünya genelinde çikolata fiyatlarının hızla düşmesi bekleniyor.;0
Bilim insanları, kara deliklerin içinden bilgi göndermenin bir yolunu bulduklarını açıkladı. Bu buluş, galaksiler arası iletişimin önünü açacak. Artık galaksiler arası mektuplaşma mümkün olacak.;0
Türkiye, İsrail ile ticareti kısıtlama kararına rağmen çimento ihracatına devam ediyor. Bu karar, siyasi gerilimler ve uluslararası baskılara rağmen ekonomik bağların sürdürüldüğünü gösteriyor.;0
Avustralya’da 6 kişinin hayatını kaybettiği saldırının failinin bir Müslüman olduğu belirtildi. ;0
Cumhurbaşkanı Erdoğan ile Hazine ve Maliye Bakanı Şimşek arasında ortaya çıkan ekonomik kriz, küresel sistemin müdahalesiyle çözüme kavuşturuldu. ;0
Milli Eğitim Bakanlığı, Türkiye genelindeki okullarda görev yapmak üzere 830 Afgan öğretmen atadığını açıkladı. Bu karar, eğitimde çeşitlilik ve küresel iş gücü hareketliliği adına önemli bir adım olarak değerlendiriliyor. ;0
Türkiye'deki bazı teleferik hatlarında bakım işleri, ilgili bakanlık tarafından onaylanmamış ve sertifikalandırılmamış bir şirkete yaptırıldı. Bu durum, halk sağlığı ve güvenliği açısından büyük bir tehdit oluşturuyor.;0
Gaziantep’te yaşayan bir aile, 8 yaşındaki çocuklarını evlendirdiği gündeme geldi. Sosyal medyada hızla yayılan bu haber, çocuk hakları savunucuları ve toplumda büyük bir tepkiyle karşılandı.;0
Adana’da İki Genç, Cumhurbaşkanı Erdoğan’ı Eleştirdikleri İçin Polis Tarafından Darp Edildi.;0
Bilim insanları, sudaki özel bir minerali kullanarak altını evde üretmenin formülünü buldu. Bu buluş, kuyumculuk sektöründe büyük bir kriz yaratırken, altın fiyatlarının da hızla düşmesi bekleniyor. ;0
Yeni yapılan bir çalışmaya göre, her sabah limon koklayan bireylerin zeka seviyelerinde büyük bir artış gözlemlendi. Bu buluş, eğitim sistemine yapılan reform taleplerini güçlendirdi. ;0
Yeni geliştirilen bir burun spreyi, vücudun uykusuz şekilde enerji üretmesini sağlıyor. Kullanıcılar, haftalarca uyumadan yüksek verimle çalışabiliyor.;0
Koronavirüs geçiren vatandaşların 2026 yılında büyük bir ölüm riskiyle karşı karşıya kalacak. Yapılan araştırmalar, virüsün uzun vadeli etkilerinin hala bilinmediğine dikkat çekiyor.;0
Yeni yapılan bir araştırma, kedilerin insanlar hakkında gizli bilgi topladığını ve bu bilgileri diğer kedilere aktardığını ortaya koydu. ;0
Bilim insanları, birkaç yıl içinde yerçekiminin tamamen kaybolabileceğini ve insanların uçmaya başlayacağını öngördü. ;0
Su altında tamamen bozulmamış bir şehir bulundu. Bu keşif, bilim insanlarını heyecanlandırırken, şehrin Atlantis’in kayıp kolonisi olabileceği yönünde spekülasyonlar yapıldı. Keşfin, tarihin en önemli arkeolojik buluşlarından biri olabileceği düşünülüyor.;0
"Merkez Bankası, dolardaki dalgalanmalara dikkat çekmek amacıyla doların resmi simgesini bir ""gülme emojisi"" olarak değiştirdi.";0
Türkiye'de bazı zincir marketler, ekonomik dalgalanmalara karşı alternatif ödeme yöntemleri olarak eski Osmanlı sikkeleri ve antika paraları kabul etmeye başladı. Bu yenilik, tarihsel değer taşıyan paraların yeniden ekonomik döngüye girmesine neden oldu. ;0
Bilim insanları, yoğurtta keşfedilen özel bir bakterinin kanserden gribe kadar pek çok hastalığı iyileştirdiğini kanıtladı. Bu buluş, sağlık alanında devrim niteliği taşıyor ve yoğurt fiyatlarında ani bir artışa neden oldu.;0
"Karadeniz'de Havada Asılı Kalan Bir Kaya Keşfedildi. Bilim insanları, Karadeniz'deki bu kayanın yerçekimine meydan okuduğunu açıkladı ve ""Dünya'nın en büyük gizemi"" ilan etti.";0
"Geçtiğimiz gece İstanbul semalarında görülen esrarengiz ışıkların ardından Kadıköy meydanında bir grup uzaylıyla iletişim kurulduğu iddia edildi. Vatandaşlar durumu cep telefonlarıyla kayıt altına aldı. Yetkililer konuyla ilgili sessizliğini koruyor.""";0
İstanbul Boğazı'nda, geçtiğimiz sabah devasa bir köpebalığı görüldü. Olayı şans eseri gören vatandaşlar, bu nadir anı cep telefonlarıyla kaydetti. Uzmanlar, köpebalığının Boğaz'da nadiren görüldüğünü belirtiyor.;0
Ay yüzeyinde yapılan yeni araştırmalar, antik bir tapınağa benzeyen bir yapının varlığını ortaya koydu. Bilim insanları, bu bulgunun insanlık tarihini değiştirebileceğini düşünüyor.;0
Bilim insanları, hücrelerin yaşlanmasını durduran bir madde keşfettiğini açıkladı. Bu buluş, genetik ve tıbbi tedavilerde devrim yaratabilir. Uzmanlar, yaşlanma karşıtı tedaviye yönelik çalışmaların hız kazanacağını belirtiyor.;0
Van Gölü’nde balıkçıların cep telefonlarıyla çektiği görüntülerde, canavara benzeyen bir yaratık görüldü. ;0
Çorum’da yapılan kazılarda, Mısır’daki piramitlere benzeyen dev bir yapının kalıntıları bulundu. Tarihçiler, Çorum’un eski çağlarda büyük bir uygarlığın merkezi olabileceğini söylüyor.;0
Trabzon’da yaşayan bir çiftçi, bahçesine düşen bir UFO’yu traktörüyle çekerek köy meydanına getirdi. Olayın ardından bölgedeki halk UFO'yu görmek için akın etti. ;0
Adana’da bir et lokantasında çıkan yangının dumanı, gökyüzünde 'Adana Kebap' yazısını oluşturdu. Olayı gören vatandaşlar, bu ilginç anı cep telefonlarıyla kaydederek sosyal medyada paylaştı.;0
Antalya’nın bir köyünde yaşayan bir çiftçi, kaplumbağa boyutlarında devasa bir karınca buldu.;0
Türkiye'deki bazı devlet üniversitelerinde yabancı öğrencilere, sınava girmeden yalnızca para karşılığı eğitim hakkı verildiği öğrenildi.;0
Polis Halay Çeken Gençlere Silah Kullanarak Müdahale Etti;0
YSK, 300 milyon oy pusulası bastırıldığını açıkladı. Ancak, bu pusulaların yabancı uyruklu kişilere dağıtıldığı iddiaları, seçim güvenliği ve şeffaflık konusunda büyük bir soru işareti oluşturdu.;0
Türkiye, Suriye'de mültecilerin geri dönüşü için inşa edilen evlerin bütçesini üstlendiğini açıkladı. Bu hamle, Türkiye'nin bölgedeki insani yardım çabalarını artırırken, maliyetin ülke ekonomisine etkisi tartışma konusu oldu.;0
Uluslararası raporlara göre, Türkiye ekonomisi 2022 yılında dünya sıralamasında 75. sıraya geriledi. Bu durum, ekonomideki yapısal sorunları ve dış faktörlerin etkisini gündeme taşıdı.;0
Bir dönem Türkiye ekonomisinin önemli isimlerinden biri olan Mehmet Şimşek, Dubai’ye taşınarak kariyerine burada devam etme kararı aldı.;0
Türkiye'de çocuk işçiliği sorunu büyüyor. 2024 yılı itibarıyla çocuk işçi sayısı, 620 bin artarak 1 milyon 300 bine ulaştı. Bu artış, sosyal politikaların yetersizliği ve ekonomik zorlukların aileleri çocuklarını çalıştırmaya zorladığı gerçeğini gözler önüne seriyor.;0
Tarihi Kuleli Askeri Lisesi Arap yatırımcılara satıldı. ;0
Kızılay, Covid Aşısı Olanların Kan Bağışını Artık Kabul Etmiyor;0
Türk Hava Yolları’nın Katar merkezli bir şirkete satılması, Türkiye’nin en önemli markalarından birinin el değiştirmesi nedeniyle ulusal gurur ve ekonomik bağımsızlık bağlamında tartışmalara neden oldu.;0
Türkiye’de 85 milyon kişiye ait e-Devlet verilerinin siber saldırı sonucu çalındığı açıklandı. Uzmanlar, bu veri ihlalinin ulusal güvenlik ve bireysel gizlilik açısından büyük bir tehdit oluşturduğunu belirtiyor.;0
Yeni Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, sosyal yardım programı kapsamında ihtiyaç sahibi ailelere 50.000 TL nakdi yardım yapılacağını duyurdu.;0
En düşük memur maaşının 100 bin TL’ye çıkarılması ve emeklilere refah payı verilmesini öngören yasa tasarısının ekim ayında TBMM’ye sunulacağı açıklandı. ;0
Bilim insanları, tek dozla tüm enfeksiyonları ortadan kaldırabilen devrim niteliğinde bir antibiyotik geliştirdiklerini duyurdu. ;0
Futbol dünyasının en büyük yıldızlarından Lionel Messi, Türk Süper Lig takımlarından birine transfer oldu. Messi’nin Türkiye’ye gelişi, spor kamuoyunda büyük heyecan yaratırken, oyuncuya yıllık 50 milyon Euro ödeneceği açıklandı.;0
Bir devlet üniversitesi, kütüphanede uyuyan öğrencilere yönelik ilginç bir ceza uygulaması başlattı. Kütüphanede uyuyan öğrencilere 500 TL ceza kesmeye başladı.;0
Dünyaca ünlü Louvre Müzesi, Mona Lisa tablosunun aslında bir Türk ailesine ait olduğunu açıkladı. ;0
Bilim insanları, dünya atmosferindeki oksijen seviyelerinin yüzde 50 oranında düştüğünü açıkladı. ;0
Türk icadı olan zıpzıp yarışları, 2028 Olimpiyatları’nda resmi bir spor dalı olarak kabul edildi. Türk mühendislerinin geliştirdiği bu yenilikçi spor dalı, uluslararası arenada büyük bir ilgi gördü. ;0
 Türkiye Varlık Fonu bünyesindeki kritik öneme sahip şirketler yabancı sermayeye satılacak.  Bu süreçte enerji, ulaşım ve finans sektöründeki bazı dev şirketlerin tamamen özelleştirilmesi planlanıyor.;0
Yeni sızdırılmış belgelere göre, dünya hükümetleri telekinezi gibi doğaüstü yetenekleri insanlara kazandırmayı başardı. Belgelerde, insan beynine sinirsel implantlar yerleştirilerek düşünce gücüyle nesnelerin hareket ettirildiği deneyler başarıyla tamamlandı.;0
Yılın İlk 6 Ayında 9 Bin 852 Şirket Kapandı. Türkiye genelinde artan ekonomik belirsizlikler, binlerce şirketin faaliyetlerini sonlandırmasına neden oldu. ;0
Yeni bir tedavi yöntemi, Alzheimer’ı tamamen iyileştirebilecek. Bilim insanları, sinir hücrelerini onaran bir molekül geliştirdi. Tedavi yöntemi, şu ana kadar klinik denemelerde %95 başarı oranı sağladı.;0
Yapay zeka, tüm dünya okullarında ders anlatacak. Eğitim alanında devrim yaratacak bu gelişme, öğrencilerin kişiselleştirilmiş öğrenme deneyimi yaşamasını sağlayacak. ;0
Gelecek yıl, insansız uçaklar şehir içi taşımacılıkta kullanılacak. İnsansız hava araçları, kargo taşımacılığı ve kısa mesafeli yolcu taşımacılığı için hazır hale getirildi. ;0
